Age,Family size and dependents,Income,Monthly expenses,Existing investments and assets,Debt obligations,Financial goals,Risk tolerance level,Predicted Investment Return,Investment Category
52.0,2.0,147126.0,1189.0,812194.0,134035.0,retirement,high,0.08461273825329377,real estate
66.0,1.0,111486.0,3122.0,127798.0,381361.0,education,low,0.07995458422323833,bonds
52.0,5.0,105277.0,2712.0,651142.0,465538.0,,medium,0.020684823259550095,stocks
65.0,4.0,134245.0,882.0,247902.0,144938.0,retirement,low,0.08868643586259212,mutual funds
53.0,6.0,152332.0,2756.0,330847.0,366648.0,education,high,0.047217843557543694,mutual funds
35.0,4.0,52931.0,4310.0,484650.0,163377.0,buying a house,low,,bonds
66.0,2.0,119116.0,4003.0,73079.0,455619.0,vacation,high,0.14229842365598472,mutual funds
56.0,5.0,85633.0,1912.0,555865.0,213968.0,vacation,low,0.09622355535964316,real estate
49.0,6.0,81913.0,2083.0,797646.0,,retirement,low,0.13153783978062705,real estate
41.0,4.0,124776.0,871.0,882771.0,388388.0,buying a house,high,0.10140840075198797,stocks
40.0,1.0,55991.0,1110.0,,294957.0,vacation,medium,0.05354755382101694,mutual funds
49.0,2.0,134092.0,615.0,492450.0,328873.0,buying a house,medium,0.07690321084932171,real estate
54.0,5.0,171633.0,946.0,859662.0,453902.0,education,medium,0.10136201405207655,bonds
29.0,2.0,177973.0,1891.0,526379.0,266656.0,retirement,low,0.14403784878021564,mutual funds
66.0,1.0,125556.0,3824.0,698340.0,250703.0,retirement,low,0.03805041886825447,
30.0,5.0,,1840.0,77194.0,415882.0,buying a house,medium,0.13124655879361766,bonds
40.0,,186989.0,3439.0,481022.0,147702.0,vacation,low,0.1386116707941404,bonds
42.0,3.0,92120.0,4199.0,,117907.0,buying a house,low,0.10056232719884348,bonds
52.0,,163060.0,1573.0,572080.0,205591.0,education,medium,0.13968999411020067,real estate
58.0,1.0,140041.0,4069.0,55807.0,393852.0,vacation,high,0.05968178812160527,bonds
47.0,1.0,158467.0,3650.0,527513.0,396991.0,vacation,low,0.1429524264060664,real estate
34.0,3.0,175328.0,2105.0,397410.0,461173.0,buying a house,low,0.10541743157489623,bonds
66.0,3.0,148490.0,2794.0,949805.0,64591.0,education,low,0.006300865112821785,real estate
37.0,4.0,156155.0,4162.0,670501.0,209633.0,vacation,low,0.13603092477285791,mutual funds
65.0,6.0,58230.0,4982.0,519698.0,468032.0,retirement,high,,real estate
42.0,,89778.0,1483.0,638580.0,233559.0,education,medium,0.06904904771667493,real estate
39.0,4.0,75833.0,851.0,657272.0,273495.0,vacation,low,0.08496999089694514,mutual funds
30.0,2.0,52625.0,2224.0,548065.0,377544.0,buying a house,medium,0.02240768201568419,bonds
36.0,,62088.0,2451.0,48346.0,120533.0,vacation,low,0.0703749072851098,mutual funds
66.0,,133937.0,,851135.0,103627.0,retirement,high,0.12466908250766184,bonds
53.0,6.0,106361.0,2407.0,629265.0,448400.0,education,medium,,real estate
29.0,3.0,,1524.0,319963.0,128381.0,vacation,high,0.040937574048655695,bonds
58.0,6.0,165189.0,1045.0,955973.0,242264.0,retirement,low,0.000368187966576633,real estate
36.0,4.0,120265.0,4674.0,144917.0,357851.0,vacation,high,0.06235669637247725,
29.0,5.0,127718.0,2881.0,906618.0,462396.0,vacation,high,0.1092473265740602,real estate
26.0,4.0,90710.0,1388.0,557578.0,343822.0,education,low,0.11981577436719427,real estate
,2.0,124876.0,1605.0,384695.0,73309.0,buying a house,low,0.141778464169051,stocks
45.0,4.0,60949.0,3049.0,433915.0,225074.0,buying a house,medium,0.09127569194561798,bonds
31.0,1.0,183619.0,2490.0,,272922.0,retirement,low,0.038194029997934316,bonds
48.0,2.0,98136.0,4498.0,895114.0,143573.0,retirement,medium,0.13862219237050483,stocks
69.0,6.0,141541.0,4275.0,668653.0,374857.0,retirement,high,0.1162973630820564,real estate
36.0,2.0,91842.0,3312.0,914449.0,395324.0,education,high,0.08616427245047167,real estate
64.0,5.0,56990.0,1420.0,653784.0,488121.0,,medium,,stocks
33.0,3.0,177265.0,2561.0,513150.0,36382.0,retirement,low,0.13864745325111436,stocks
22.0,6.0,60109.0,4987.0,853521.0,222426.0,retirement,low,0.10685910427093824,mutual funds
52.0,2.0,160356.0,4139.0,515180.0,337931.0,vacation,high,0.0552561761377101,real estate
29.0,6.0,180305.0,3665.0,419824.0,23341.0,vacation,medium,0.1069542303433645,mutual funds
42.0,6.0,158133.0,4935.0,400857.0,470430.0,retirement,,0.00604172441030818,bonds
69.0,6.0,195582.0,3144.0,207345.0,145439.0,vacation,high,0.057962334274587184,mutual funds
38.0,3.0,31306.0,1545.0,813051.0,382111.0,vacation,low,0.060948454776836886,stocks
53.0,4.0,33849.0,4056.0,612294.0,226280.0,vacation,medium,0.0250257351631252,stocks
40.0,6.0,42360.0,3181.0,780759.0,131066.0,education,high,0.0034628220827655266,stocks
33.0,1.0,141072.0,3699.0,228980.0,200940.0,retirement,low,0.020007185495661422,stocks
56.0,5.0,124767.0,1438.0,484869.0,405218.0,retirement,high,0.09819322436955825,mutual funds
62.0,3.0,198035.0,941.0,286923.0,259252.0,vacation,high,0.12034332245455312,mutual funds
59.0,2.0,84330.0,,454256.0,85820.0,education,low,0.14823052390904612,mutual funds
56.0,3.0,,4725.0,760190.0,59949.0,vacation,low,0.05195452546627414,stocks
31.0,2.0,48689.0,1096.0,459541.0,408916.0,education,medium,0.08990688333916526,stocks
48.0,3.0,59084.0,2005.0,519163.0,210377.0,retirement,high,0.1405717450222683,real estate
22.0,2.0,70387.0,1361.0,818062.0,62543.0,,medium,0.025056267200722893,real estate
,6.0,104816.0,3140.0,902007.0,,retirement,low,0.1076468379514114,stocks
40.0,4.0,32642.0,4231.0,649724.0,483075.0,education,low,0.11324680997237448,real estate
46.0,2.0,72137.0,2051.0,677538.0,289754.0,buying a house,high,0.013346330380400756,bonds
60.0,2.0,92260.0,3736.0,423151.0,465715.0,education,medium,0.12918740777745974,bonds
28.0,1.0,176510.0,2236.0,974762.0,261878.0,buying a house,medium,0.12196575706662657,stocks
35.0,2.0,78442.0,1949.0,819216.0,204446.0,retirement,high,0.005010450986615167,mutual funds
64.0,,133061.0,764.0,991226.0,327370.0,retirement,high,0.013662662232007721,bonds
29.0,5.0,164066.0,3159.0,688387.0,307311.0,vacation,medium,0.0073690340837778475,bonds
26.0,,155844.0,3221.0,461069.0,208851.0,buying a house,low,0.05021152976990433,mutual funds
27.0,1.0,129575.0,1962.0,908599.0,159011.0,education,low,0.07639334860198892,real estate
61.0,4.0,31813.0,4752.0,77359.0,454581.0,retirement,high,0.07985215919319431,mutual funds
34.0,6.0,123027.0,1945.0,213460.0,67381.0,buying a house,medium,,real estate
55.0,1.0,153489.0,2798.0,,308854.0,education,medium,0.13673953298404112,real estate
24.0,6.0,114381.0,3425.0,287255.0,278910.0,buying a house,medium,0.05523941848078698,mutual funds
63.0,6.0,85276.0,2132.0,173384.0,102416.0,education,low,0.006832523394802875,real estate
30.0,6.0,71243.0,2874.0,,12780.0,education,low,,bonds
57.0,5.0,90272.0,1012.0,296305.0,48458.0,education,medium,0.07966641338162332,stocks
59.0,4.0,95618.0,715.0,915352.0,318365.0,education,medium,0.0612332733882348,real estate
26.0,3.0,31920.0,3831.0,901255.0,263653.0,buying a house,high,0.04107637786488887,bonds
67.0,3.0,136121.0,2672.0,921446.0,351637.0,,high,0.019698487464647613,mutual funds
44.0,1.0,106872.0,3653.0,140466.0,427562.0,vacation,medium,0.12287467501443446,real estate
19.0,6.0,111132.0,2206.0,339457.0,476015.0,buying a house,medium,0.14942178631862876,bonds
22.0,1.0,32093.0,2606.0,191446.0,378994.0,buying a house,low,0.04943132002858231,
46.0,5.0,42905.0,2067.0,427230.0,177946.0,vacation,medium,0.057243156626490585,mutual funds
54.0,5.0,151759.0,2708.0,614596.0,419364.0,buying a house,high,0.09270562870154356,stocks
55.0,2.0,185423.0,2831.0,842821.0,,education,low,0.10776622121033119,real estate
36.0,5.0,60981.0,2653.0,775523.0,370288.0,retirement,high,0.05880443022053869,stocks
25.0,2.0,103903.0,1628.0,421377.0,,retirement,high,0.13573942754727228,real estate
65.0,4.0,100821.0,,642088.0,340611.0,vacation,low,0.08400059838433775,real estate
62.0,1.0,139200.0,4823.0,410706.0,263503.0,buying a house,high,0.06755851146088965,mutual funds
18.0,4.0,112289.0,4153.0,391691.0,119119.0,buying a house,medium,0.09700091297398576,
39.0,5.0,146506.0,2865.0,772557.0,221140.0,,high,0.14292057723737597,bonds
69.0,4.0,108513.0,3421.0,34502.0,453529.0,retirement,low,0.11918284416325582,bonds
34.0,4.0,180946.0,1579.0,45757.0,282488.0,education,low,0.006001969580268651,stocks
24.0,4.0,168746.0,4011.0,837543.0,380643.0,buying a house,low,0.049846486610993945,stocks
42.0,5.0,80516.0,3241.0,632561.0,,vacation,high,0.0705817027426834,bonds
62.0,6.0,99212.0,3520.0,592933.0,282745.0,education,medium,0.047177635831365784,stocks
21.0,4.0,163498.0,728.0,906650.0,245840.0,vacation,low,0.10502813412456848,
53.0,2.0,160970.0,670.0,331199.0,412332.0,vacation,medium,0.12394037247938715,bonds
23.0,5.0,120009.0,794.0,129815.0,188057.0,vacation,low,0.10970176427779073,bonds
48.0,4.0,191015.0,4784.0,936502.0,363157.0,retirement,medium,0.14839999302424128,bonds
36.0,6.0,74816.0,925.0,694266.0,248182.0,retirement,medium,0.040882147183954366,mutual funds
61.0,5.0,34138.0,1418.0,373170.0,292926.0,vacation,medium,0.1312484242536632,mutual funds
56.0,3.0,121176.0,3753.0,342336.0,111095.0,buying a house,low,0.11499339977617293,bonds
44.0,6.0,105945.0,998.0,191549.0,443035.0,education,,0.05432681363372192,real estate
27.0,2.0,34017.0,3309.0,,477632.0,buying a house,high,0.1101186815485453,bonds
43.0,4.0,40451.0,1325.0,756631.0,462251.0,retirement,high,0.015611393462737044,mutual funds
36.0,3.0,123863.0,4279.0,62021.0,359267.0,education,medium,0.11840002235108285,stocks
56.0,3.0,,2358.0,39092.0,306602.0,vacation,low,0.0798495903880654,real estate
20.0,5.0,73764.0,2618.0,,,buying a house,medium,0.04384352590638797,real estate
62.0,3.0,153030.0,645.0,378987.0,386369.0,buying a house,low,0.09836659526762702,stocks
30.0,2.0,162206.0,4077.0,667191.0,139152.0,vacation,medium,0.09624299980716135,real estate
67.0,2.0,92943.0,692.0,322865.0,481959.0,buying a house,low,0.03142293340793995,stocks
45.0,1.0,125667.0,4388.0,300655.0,165029.0,retirement,,0.00455961222172892,mutual funds
37.0,2.0,84318.0,551.0,82782.0,407124.0,vacation,low,0.06504338803525107,real estate
45.0,6.0,133423.0,2910.0,893435.0,358332.0,buying a house,medium,0.08542678040166318,real estate
25.0,3.0,133998.0,,945806.0,226952.0,vacation,high,0.13149079175558975,stocks
58.0,2.0,90128.0,3464.0,852000.0,121292.0,education,medium,0.13923251934713915,stocks
56.0,,,3021.0,930736.0,90570.0,vacation,medium,0.07932078272351496,mutual funds
18.0,1.0,35039.0,2369.0,374206.0,484540.0,buying a house,low,0.11307052256528173,stocks
20.0,3.0,182353.0,3068.0,900733.0,471503.0,retirement,low,0.06589549084919953,stocks
30.0,1.0,142935.0,2367.0,323651.0,123791.0,vacation,high,0.11191232348593395,mutual funds
45.0,3.0,40442.0,3238.0,658565.0,440698.0,vacation,high,0.030720228740875037,bonds
66.0,5.0,103788.0,3769.0,,492545.0,buying a house,,0.055659710220529714,bonds
42.0,1.0,149729.0,3699.0,217580.0,387435.0,retirement,high,0.09513419982204221,stocks
50.0,4.0,57586.0,3079.0,779032.0,360519.0,retirement,high,0.0027236948410618244,mutual funds
55.0,6.0,83053.0,4505.0,634416.0,38314.0,education,low,0.1083691965508431,bonds
23.0,6.0,116346.0,740.0,282827.0,232061.0,education,medium,0.12533032519022502,mutual funds
61.0,3.0,97087.0,,557952.0,205993.0,buying a house,high,0.05987124916409271,stocks
62.0,4.0,173697.0,1907.0,636652.0,476984.0,retirement,,0.06719136257657464,stocks
49.0,1.0,64397.0,4002.0,785372.0,371024.0,retirement,high,0.12769233183247963,mutual funds
62.0,4.0,88671.0,4538.0,174244.0,362470.0,education,high,0.116348195298905,real estate
64.0,4.0,146214.0,582.0,486857.0,146903.0,education,low,0.04322242335500625,stocks
38.0,1.0,96897.0,4268.0,74340.0,383170.0,buying a house,high,0.04859641598423085,stocks
33.0,5.0,187221.0,1450.0,621524.0,413341.0,retirement,high,0.1018317348585895,stocks
38.0,4.0,166355.0,1110.0,21017.0,324595.0,vacation,high,0.08447971386722418,stocks
28.0,4.0,168682.0,4105.0,833045.0,45708.0,education,medium,0.02433443566447454,mutual funds
54.0,5.0,44924.0,3783.0,796167.0,279826.0,buying a house,medium,0.04648948638437496,mutual funds
53.0,4.0,143143.0,2673.0,,364550.0,,high,0.1349974915317981,mutual funds
52.0,4.0,140253.0,3984.0,419664.0,,retirement,low,0.1032261655083395,mutual funds
36.0,4.0,130297.0,2022.0,281635.0,166866.0,education,high,0.1478961476528279,real estate
37.0,6.0,30869.0,3101.0,219720.0,321516.0,buying a house,high,0.1150518794971154,mutual funds
35.0,2.0,127088.0,3157.0,131070.0,39477.0,vacation,medium,0.14129616482153853,mutual funds
64.0,5.0,31014.0,2659.0,761917.0,447079.0,education,medium,0.03242828608057131,stocks
58.0,4.0,40103.0,2949.0,855191.0,483157.0,buying a house,medium,0.11572273122253886,
66.0,6.0,140317.0,4330.0,972057.0,169809.0,retirement,high,0.0030326280221696146,stocks
31.0,5.0,194530.0,621.0,928472.0,133692.0,vacation,high,0.10061400325673009,real estate
32.0,3.0,112409.0,4868.0,272512.0,494166.0,buying a house,low,0.0703923417180362,bonds
48.0,3.0,53248.0,1817.0,45010.0,234241.0,vacation,high,0.052014010788010295,
18.0,,190133.0,4993.0,981658.0,253105.0,buying a house,high,0.12936065284396336,real estate
20.0,,185242.0,3018.0,570139.0,166129.0,buying a house,medium,0.1281401538986296,stocks
33.0,6.0,38024.0,1730.0,657049.0,433354.0,buying a house,medium,0.003345255734796537,real estate
40.0,5.0,115947.0,1633.0,953000.0,210462.0,buying a house,medium,,real estate
28.0,5.0,180368.0,1801.0,788928.0,53024.0,vacation,medium,0.05517483364814346,stocks
29.0,6.0,121829.0,4534.0,923584.0,402893.0,education,medium,0.062349150225067373,bonds
27.0,5.0,122708.0,2410.0,696296.0,175183.0,vacation,low,0.12480611088281639,bonds
49.0,6.0,116664.0,2005.0,613146.0,155146.0,buying a house,low,0.04647596572915174,bonds
33.0,2.0,179329.0,3685.0,601293.0,17824.0,vacation,low,0.141457321595643,real estate
25.0,6.0,173927.0,2416.0,47493.0,393981.0,vacation,medium,0.026945073955821113,stocks
,3.0,115178.0,4048.0,735155.0,438655.0,vacation,medium,0.09940836350522667,bonds
29.0,5.0,131121.0,3257.0,701750.0,359295.0,buying a house,medium,0.1008157600520647,bonds
41.0,6.0,,2456.0,544580.0,48926.0,vacation,low,0.037829274214187726,bonds
45.0,6.0,165530.0,678.0,888809.0,167932.0,retirement,medium,0.0487125913450803,bonds
25.0,5.0,93610.0,1396.0,693725.0,275119.0,buying a house,low,0.12521977388699107,stocks
45.0,2.0,100843.0,2051.0,533238.0,337021.0,vacation,medium,0.11427078824324285,bonds
53.0,2.0,137237.0,991.0,944711.0,224749.0,retirement,high,,real estate
43.0,5.0,160299.0,560.0,111735.0,340014.0,vacation,low,0.08009348204024008,real estate
25.0,1.0,199578.0,1577.0,557200.0,245453.0,education,high,0.009252044437964319,stocks
67.0,5.0,35668.0,3395.0,90771.0,81371.0,,low,0.03131188235979438,mutual funds
45.0,5.0,103233.0,4660.0,721932.0,157620.0,vacation,medium,0.07287308382905987,bonds
45.0,2.0,185489.0,4183.0,641581.0,363114.0,education,medium,0.012896060291881738,
54.0,2.0,111982.0,1085.0,109083.0,483791.0,buying a house,high,0.12649985323379062,
58.0,,136133.0,4460.0,647943.0,,education,medium,0.10770093151614718,stocks
53.0,5.0,40751.0,4270.0,946780.0,169808.0,buying a house,low,0.1415450505972742,mutual funds
44.0,5.0,76218.0,1034.0,631747.0,61562.0,education,medium,0.10402003589460407,
34.0,2.0,156649.0,3962.0,408750.0,302553.0,vacation,medium,0.14106020583932782,mutual funds
26.0,5.0,37352.0,4511.0,757365.0,477317.0,vacation,low,0.08317688335364475,stocks
50.0,5.0,118835.0,3898.0,242682.0,271978.0,buying a house,,0.09003279165929541,stocks
37.0,4.0,127493.0,2655.0,438886.0,102192.0,buying a house,high,0.14654565819393914,stocks
30.0,1.0,58927.0,1504.0,,840.0,retirement,medium,0.09631937202963906,real estate
45.0,3.0,131948.0,2999.0,239171.0,210481.0,retirement,low,0.00461798532911199,stocks
,1.0,59493.0,826.0,383839.0,31568.0,vacation,high,0.10857041649457849,
46.0,4.0,61707.0,,177558.0,272990.0,vacation,high,0.13582030382061233,real estate
30.0,3.0,168368.0,501.0,993061.0,136971.0,retirement,medium,0.11933703746914899,bonds
63.0,5.0,186470.0,1533.0,306412.0,86038.0,retirement,low,0.08757499089381339,real estate
,4.0,65842.0,2981.0,117338.0,197173.0,buying a house,high,0.10069552696402745,real estate
23.0,5.0,43261.0,624.0,484551.0,431989.0,education,medium,0.14852876838775075,bonds
35.0,2.0,106709.0,1604.0,298480.0,129789.0,buying a house,medium,0.013599313276400748,mutual funds
68.0,6.0,125985.0,3199.0,800073.0,369604.0,retirement,medium,0.10008672429498593,bonds
22.0,4.0,136616.0,2361.0,97132.0,74723.0,vacation,medium,0.04250965418558907,bonds
64.0,2.0,97173.0,3420.0,305103.0,465978.0,retirement,high,,stocks
42.0,4.0,61781.0,628.0,154378.0,238755.0,vacation,low,0.09114353638259082,stocks
19.0,4.0,43652.0,937.0,187254.0,366338.0,vacation,medium,0.023018524816224312,bonds
27.0,2.0,,3048.0,608411.0,373561.0,vacation,medium,0.03101199686103587,stocks
47.0,3.0,55500.0,3629.0,459542.0,397527.0,vacation,high,0.09324443670648203,bonds
67.0,1.0,130336.0,1721.0,762255.0,240822.0,education,medium,0.01923449209556612,stocks
62.0,5.0,196601.0,1401.0,555786.0,56888.0,retirement,medium,,real estate
22.0,4.0,143499.0,,604486.0,303760.0,buying a house,low,0.12528683216070036,
50.0,5.0,179524.0,4986.0,510585.0,183206.0,vacation,medium,0.04906372590024579,stocks
18.0,6.0,79393.0,4418.0,37197.0,484441.0,vacation,high,0.07320902344044944,real estate
35.0,2.0,192246.0,1567.0,686079.0,268227.0,buying a house,low,0.14117105027187604,bonds
,5.0,196508.0,526.0,118775.0,143670.0,buying a house,high,0.03407236332554194,stocks
64.0,2.0,,1047.0,821464.0,344620.0,,low,0.05844390260370155,stocks
66.0,5.0,93059.0,3168.0,856056.0,92416.0,buying a house,low,0.09096866633153185,real estate
28.0,1.0,177026.0,1066.0,874609.0,264724.0,,medium,0.11330083942559582,real estate
38.0,,112722.0,1203.0,838396.0,,education,,0.13524800800690576,real estate
43.0,1.0,42356.0,4780.0,695388.0,112148.0,buying a house,medium,,mutual funds
42.0,1.0,158128.0,3640.0,121030.0,,retirement,high,0.11649601115589343,real estate
39.0,1.0,32187.0,2090.0,326790.0,304465.0,retirement,medium,0.034249625488996564,bonds
44.0,1.0,,1305.0,877619.0,271530.0,retirement,medium,0.00372139950638487,stocks
66.0,2.0,65098.0,,411752.0,315315.0,vacation,low,0.057566089553343566,stocks
30.0,4.0,182297.0,1857.0,651687.0,150594.0,retirement,medium,0.0212323276481735,mutual funds
50.0,5.0,164678.0,3725.0,66747.0,196604.0,education,medium,0.10655814711574471,stocks
51.0,1.0,87620.0,4118.0,55712.0,484976.0,retirement,medium,0.09916958802385752,stocks
58.0,2.0,193900.0,2626.0,409489.0,407851.0,vacation,medium,0.0065957462432182255,bonds
52.0,2.0,156270.0,2960.0,343964.0,393887.0,education,low,0.12548906686964267,stocks
18.0,2.0,187561.0,1045.0,135342.0,33545.0,retirement,medium,0.03731148994367734,bonds
38.0,4.0,44387.0,3228.0,625516.0,185151.0,education,low,,
65.0,5.0,99463.0,,346497.0,288999.0,education,high,0.10019006031836136,bonds
23.0,4.0,163663.0,3062.0,497707.0,35790.0,vacation,medium,0.06441281802783799,real estate
,3.0,121683.0,2579.0,102091.0,51012.0,vacation,medium,0.06619317041999151,real estate
34.0,2.0,92061.0,,358058.0,117827.0,education,medium,0.009844199300361055,mutual funds
22.0,3.0,111257.0,3614.0,191902.0,260123.0,retirement,low,0.06021653238900057,
48.0,6.0,91753.0,2426.0,903150.0,14260.0,vacation,medium,0.11472718398299751,bonds
22.0,1.0,114774.0,1116.0,420343.0,196211.0,education,medium,0.13727645057798965,real estate
55.0,1.0,172159.0,4144.0,256222.0,263218.0,buying a house,high,0.06202457055950576,bonds
20.0,,191888.0,1703.0,224560.0,435892.0,buying a house,,0.06353787403186183,real estate
40.0,5.0,53408.0,2259.0,545827.0,140547.0,vacation,,0.10539406594854782,bonds
54.0,3.0,,3065.0,712121.0,209486.0,retirement,high,,stocks
54.0,5.0,161208.0,3674.0,842651.0,146192.0,buying a house,low,0.04005914103590403,mutual funds
27.0,4.0,47413.0,3581.0,942196.0,416363.0,buying a house,medium,0.06602163098069053,stocks
27.0,1.0,143650.0,3130.0,285478.0,264130.0,buying a house,medium,0.11939598653284517,bonds
36.0,5.0,89500.0,3661.0,956119.0,240201.0,retirement,,0.09145403540610578,real estate
,5.0,114514.0,4821.0,804335.0,163502.0,retirement,,0.016587951594593208,real estate
38.0,,86358.0,1169.0,431743.0,238569.0,vacation,low,0.09415991033433986,mutual funds
31.0,3.0,96197.0,,943133.0,55479.0,vacation,low,0.028011942689599032,stocks
26.0,1.0,193926.0,2621.0,524906.0,476182.0,,high,0.07653239011176062,stocks
63.0,5.0,106240.0,4578.0,592296.0,392977.0,retirement,medium,0.07936549014906577,stocks
18.0,3.0,46322.0,4651.0,486492.0,264320.0,education,high,0.13143050433374773,real estate
68.0,3.0,143053.0,1219.0,,84258.0,buying a house,medium,0.06937414110186572,mutual funds
62.0,1.0,36968.0,3100.0,429924.0,239423.0,vacation,high,0.04191636333538413,real estate
30.0,5.0,57518.0,4098.0,676220.0,377332.0,retirement,medium,0.034644952232404734,stocks
21.0,4.0,81925.0,1166.0,944942.0,84153.0,vacation,low,0.1311377815026504,bonds
18.0,5.0,141900.0,783.0,77300.0,,vacation,low,0.025651628162734256,real estate
,2.0,123422.0,4403.0,,259642.0,retirement,low,0.06388028413247156,
57.0,6.0,,4065.0,999049.0,420331.0,buying a house,,0.028075967239042047,stocks
49.0,4.0,123782.0,2734.0,817274.0,233984.0,retirement,high,0.1159956060171563,bonds
51.0,3.0,53199.0,1965.0,201285.0,77442.0,buying a house,high,0.07115589599619285,real estate
45.0,4.0,193187.0,629.0,838804.0,,vacation,low,0.0526715535835218,bonds
48.0,3.0,35520.0,2560.0,386460.0,57124.0,retirement,medium,0.054164946093970025,bonds
25.0,3.0,139814.0,4172.0,108971.0,399826.0,education,low,0.1278321310084469,mutual funds
56.0,4.0,197527.0,2994.0,996410.0,311896.0,buying a house,low,0.08306609314416571,real estate
43.0,3.0,153364.0,1492.0,,259488.0,education,medium,0.10768017766968954,mutual funds
51.0,3.0,44955.0,2621.0,388226.0,78947.0,buying a house,medium,0.13455577743760266,stocks
20.0,2.0,174989.0,3084.0,329586.0,381116.0,retirement,medium,0.1352612514060963,bonds
67.0,5.0,94925.0,4696.0,925502.0,336860.0,education,medium,0.04927635815067947,mutual funds
29.0,5.0,137216.0,2723.0,620278.0,441209.0,retirement,low,0.1428676894719578,mutual funds
18.0,6.0,100269.0,3688.0,918102.0,272217.0,buying a house,high,0.0037313823021908163,stocks
61.0,6.0,192026.0,3737.0,379061.0,299395.0,buying a house,,0.05652533415242485,
22.0,2.0,71458.0,4636.0,,96496.0,buying a house,medium,0.13436982862632624,mutual funds
47.0,6.0,119037.0,843.0,537938.0,202509.0,buying a house,high,0.04119553197254744,bonds
,4.0,182185.0,4961.0,579405.0,301041.0,vacation,high,0.04096221754819775,bonds
34.0,1.0,129977.0,2776.0,887676.0,444122.0,buying a house,low,0.0453933427622833,bonds
65.0,1.0,73939.0,3701.0,980276.0,,education,low,0.09184700772703833,bonds
64.0,1.0,59345.0,1388.0,799622.0,262037.0,buying a house,low,0.06574991634215306,mutual funds
40.0,2.0,140107.0,2543.0,58113.0,266626.0,retirement,high,0.10901022545300139,bonds
32.0,2.0,151866.0,1841.0,149861.0,370134.0,vacation,high,0.13423659638469987,mutual funds
54.0,3.0,99166.0,4220.0,42125.0,222036.0,education,high,0.10112990624142909,real estate
38.0,1.0,127406.0,3383.0,239767.0,466152.0,vacation,medium,0.030670008029636323,bonds
31.0,4.0,79298.0,4712.0,402144.0,170646.0,vacation,medium,0.1399022853540753,real estate
19.0,6.0,74942.0,2915.0,944963.0,305428.0,vacation,low,0.03967393100212178,mutual funds
28.0,4.0,33453.0,1617.0,700778.0,335076.0,retirement,high,0.022484144299223716,stocks
68.0,6.0,132811.0,4763.0,908336.0,269482.0,vacation,low,0.013495091829144134,real estate
56.0,1.0,84935.0,3501.0,188157.0,173790.0,vacation,high,0.08450756109992484,bonds
55.0,1.0,,2238.0,553056.0,143572.0,buying a house,low,0.01706436937209777,stocks
51.0,1.0,38328.0,1864.0,715321.0,142617.0,retirement,medium,0.020816382616894613,real estate
55.0,2.0,45534.0,3208.0,353243.0,,education,high,,mutual funds
67.0,6.0,115280.0,1424.0,263807.0,,education,medium,0.042247951452669574,mutual funds
51.0,2.0,66320.0,651.0,693245.0,220386.0,education,high,0.09063592654982135,mutual funds
35.0,2.0,79170.0,1085.0,621709.0,416037.0,retirement,low,0.12251179192090222,real estate
47.0,5.0,130546.0,1412.0,726442.0,,education,high,0.11420244843043385,
32.0,4.0,110201.0,2821.0,803327.0,208138.0,retirement,medium,0.03937266820747151,real estate
44.0,4.0,38640.0,995.0,191383.0,14318.0,buying a house,high,0.03679657469789699,bonds
68.0,3.0,191121.0,4295.0,754854.0,313078.0,buying a house,low,,bonds
51.0,2.0,166690.0,2648.0,208139.0,415547.0,retirement,high,0.0012354362387940188,real estate
69.0,6.0,162992.0,1056.0,81017.0,383426.0,education,medium,0.13195807995903236,real estate
55.0,5.0,73937.0,2052.0,820364.0,183744.0,retirement,low,0.029959277868360744,stocks
50.0,5.0,173279.0,2620.0,555648.0,91891.0,retirement,medium,0.14209264846346517,mutual funds
41.0,4.0,,3585.0,851279.0,470076.0,vacation,high,0.051346092724127955,bonds
32.0,2.0,171871.0,,512394.0,224757.0,retirement,medium,0.06605276608398784,
47.0,3.0,189988.0,656.0,624653.0,68754.0,vacation,high,0.10606809209165714,stocks
59.0,2.0,100463.0,1234.0,619756.0,347821.0,buying a house,low,,real estate
68.0,1.0,123500.0,3776.0,267137.0,364464.0,vacation,medium,0.04769089945602342,real estate
34.0,2.0,67158.0,654.0,311075.0,396053.0,retirement,medium,0.08307463738017352,stocks
22.0,1.0,,1496.0,65823.0,387405.0,buying a house,high,0.10960603265443293,mutual funds
46.0,1.0,149639.0,2794.0,834464.0,367482.0,vacation,medium,0.006350241885373814,real estate
21.0,,,3405.0,781279.0,40077.0,retirement,medium,0.0016798957883556176,real estate
,6.0,91510.0,1677.0,,,buying a house,low,0.0687100408609337,mutual funds
34.0,4.0,150076.0,653.0,28807.0,135311.0,vacation,high,0.01977549267052713,mutual funds
27.0,2.0,88692.0,4687.0,939271.0,241504.0,retirement,high,0.09965164371970715,stocks
34.0,1.0,160841.0,2216.0,673431.0,479564.0,retirement,low,0.032107868434115124,stocks
37.0,2.0,45810.0,3702.0,587701.0,291813.0,education,low,,stocks
41.0,6.0,166198.0,3357.0,691509.0,,education,high,0.029650640531140342,real estate
22.0,4.0,191081.0,1286.0,549828.0,337291.0,vacation,low,0.08227253786236867,stocks
51.0,6.0,141718.0,4868.0,766572.0,135222.0,vacation,low,,real estate
